Domain	Phylum	Class	Order	Family	Genus	Segments(Nodes)	Links(Edges)	No. genomes	Ref
Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	3276	4701	74	GCF_009982895.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Demequinaceae	Demequina	65678	87536	39	GCA_023432235.1
Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Denitrobacterium	320641	427951	4	GCF_001643775.1
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Denitrovibrionaceae	Denitrovibrio	1	0	3	GCF_000025725.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Dermabacteraceae	Dermabacter	112890	150481	5	GCA_025147465.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Dermatophilaceae	Dermatophilus	350774	468336	3	GCF_900447215.1
Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	DSM-9756	Desulfacinum	42290	56322	3	GCF_900176285.1
Bacteria	Desulfobacterota	DSM-4660	Desulfatiglandales	Desulfatiglandaceae	Desulfacyla	1285	1079	5	GCA_021159525.1
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfamplus	4491	5854	10	GCA_015232555.1
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfatibacillaceae	Desulfatibacillum	322407	430167	3	GCF_900142135.1
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfatitalea	9042	11932	10	GCF_022968795.1
Bacteria	Desulfobacterota	Desulfobaccia	Desulfobaccales	0-14-0-80-60-11	Desulfobacca	38	0	5	GCA_020725545.1
Bacteria	Desulfobacterota	Desulfarculia	Adiutricales	Adiutricaceae	Desulfobacter	59925	79521	13	GCA_913041495.1
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacula	10194	13178	23	GCA_023144585.1
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus_C	236	0	3	GCA_003978695.1
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	46318	62205	22	GCA_009780825.1
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfocapsa	281	0	11	GCA_024280265.1
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfocurvibacter	135409	180784	3	GCF_000422545.1
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfogranum	124	95	6	GCA_002746685.1
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfohalovibrio	5615	7462	4	GCF_000422245.1
Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	EnvOPS12	Desulfolinea	6475	6958	9	GCA_024224815.1
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfolunaceae	Desulfoluna	1	0	5	GCF_021654575.1
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfomarina	1	0	4	GCF_019703855.1
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	219196	296199	16	GCA_023393525.1
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfonatronovibrionaceae	Desulfonatronospira	175943	234763	7	GCA_007125075.1
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfonatronovibrionaceae	Desulfonatronovibrio	347	136	6	GCA_003566455.1
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	132	0	9	GCA_002299865.1
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfopila	1	0	5	GCF_005116675.2
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfoprunum	240	0	4	GCA_008933635.1
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulforapulum	162419	214880	3	GCA_024225635.1
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulforhopalus	120	0	18	GCF_900104445.1
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosalsimonadaceae	Desulfosalsimonas	17732	23380	9	GCA_021737225.1
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcina	2035	2714	9	GCF_009689005.1
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfotignum	172749	231076	15	GCA_011389555.1
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfohalobiaceae	Desulfovibrio	124828	166913	76	GCF_001553605.1
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	Desulfurivibrio	199	0	4	GCA_011048585.1
Bacteria	Aquificota	Desulfurobacteriia	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium_A	281	293	3	GCF_001968985.1
Bacteria	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Dictyobacter	7	0	6	GCF_008974265.1
Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Dietzia	46959	62488	21	GCA_019119875.1
Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Dolichospermum	343762	461810	15	GCF_005402965.1
Bacteria	Desulfobacterota_B	Binatia	UBA9968	UBA9968	DP-20	101	0	6	GCA_016874755.1
Bacteria	Desulfobacterota_B	Binatia	DP-6	DP-6	DP-3	15330	19781	4	GCA_005879205.1
Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	DRKV01	DRKV01	14714	18998	3	GCA_011051635.1
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	DRLX01	27246	36127	7	GCA_024280455.1
Bacteria	Cyanobacteriota	Cyanobacteriia	Elainellales	Elainellaceae	Drouetiella	533	0	3	GCA_012034795.1
Bacteria	Desulfobacterota	Desulfomonilia	UBA1062	UBA1062	DSAD01	16781	21992	3	GCA_011372875.1
Bacteria	Chloroflexota	Anaerolineae	4572-78	J111	DSQQ01	141246	188531	6	GCA_023151115.1
Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	DSVQ01	42	0	3	GCA_016125225.1
Bacteria	Chloroflexota	Anaerolineae	B4-G1	SLSP01	DSWT01	73	0	5	GCA_019873645.1
Bacteria	Omnitrophota	Koll11	DTHP01	DTHP01	DTHP01	46	19	3	GCA_023819145.1
Bacteria	Desulfobacterota_B	Binatia	Binatales	Binataceae	DTIX01	220583	295017	3	GCA_021817345.1
Bacteria	Armatimonadota	UBA5829	UBA5829	UBA5829	DTKD01	189	0	3	GCA_012522575.1
Bacteria	Bacillota_G	Limnochordia	DTU010	B1SED10-159	DTU010	5345	7009	5	GCA_012521335.1
Bacteria	Bacillota_G	Limnochordia	DTU010	DTU012	DTU012	18554	24680	5	GCA_012840925.1
Bacteria	Bacillota_E	DTU015	DTU015	DTU015	DTU015	34420	45719	5	GCA_012837895.1
Bacteria	Bacillota_G	Limnochordia	DTU087	DTU087	DTU087	237	5	5	GCA_001513495.1
Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	E44-bin32	DUEZ01	15461	20491	3	GCA_011174825.1
Bacteria	Bacillota_D	Dethiobacteria	DTU022	UBA8154	DUNV01	36	0	3	GCA_016841605.1
Bacteria	Bacillota_E	DTU015	DTU015	DUSS01	DUSS01	104857	139778	3	GCA_020725645.1
Bacteria	Bacillota_D	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	DUUE01	81601	109397	3	GCA_012522075.1
Archaea	Asgardarchaeota	Baldrarchaeia	Baldrarchaeales	DXJG01	DXJG01	18156	23992	3	GCA_021158895.1
Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	Aggregatilineaceae	DYGX01	564	0	3	GCA_020848665.1
Bacteria	Desulfobacterota	Syntrophia	Syntrophales	UBA5619	DYTH01	44318	59048	3	GCA_019429105.1
Bacteria	Chloroflexota	Dehalococcoidia	GIF9	AB-539-J10	E29-bin54	145	0	4	GCA_004376695.1
Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	E44-bin88	E44-bin88	104	0	5	GCA_023129255.1
Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	RBG-16-60-22	E44-bin89	137009	182976	6	GCA_016783105.1
Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthella	314	239	4	GCF_003339815.1
Bacteria	Cyanobacteriota	Cyanobacteriia	Elainellales	Elainellaceae	Elainella	92	0	4	GCA_019359155.1
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Electronema	87	0	3	GCA_011391865.1
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Electrothrix	43056	57493	4	GCA_004028505.1
Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Ellagibacter	339964	456892	8	GCA_934654815.1
Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Embleya	1691304	2283536	4	GCF_002024165.1
Bacteria	Actinomycetota	Coriobacteriia	OPB41	UBA2279	EMTCatB1	278609	372030	3	GCA_001950395.1
Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Enemella	46	0	3	GCF_002250625.1
Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Enhygromyxa	94390	125943	3	GCF_000737335.2
Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	4183	5286	6	GCA_905210055.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Enteractinococcus	386594	515965	3	GCF_001657475.1
Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	156587	210113	3	GCF_022669055.1
Bacteria	Actinomycetota	Actinomycetia	Euzebyales	Egibacteraceae	Euzebya	1158067	1546821	3	GCF_003344865.1
Bacteria	Planctomycetota	UBA1135	UBA1135	GCA-002686595	F1-120-MAGs118	263331	354679	7	GCA_903928115.1
Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	F1-140-MAGs142	80	0	4	GCA_005790605.1
Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	F1-20-MAGs016	5134	6494	4	GCA_005791575.1
Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	F1-20-MAGs119	167988	225099	8	GCA_945869715.1
Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	UBA8139	F1-20-MAGs160	76318	101641	14	GCA_903827085.1
Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	F1-60-MAGs027	6361	8294	12	GCA_005793215.1
Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	F1-60-MAGs104	34	0	18	GCA_009691915.1
Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	F1-60-MAGs149	F1-60-MAGs149	87414	116600	8	GCA_009694475.1
Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	F1-60-MAGs163	174790	234703	14	GCA_005798685.1
Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	F1-80-MAGs062	391	0	4	GCA_016795105.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Dermatophilaceae	F2B08	6070	8110	4	GCF_009184895.1
Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	FACHB-68	973562	1304540	3	GCF_014695725.1
Bacteria	Chloroflexota	Dehalococcoidia	Tepidiformales	Tepidiformaceae	FeB-14	380	0	4	GCA_023382755.1
Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	EnvOPS12	Fen-1038	413	0	10	GCA_003158885.1
Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	Fen-1039	9450	12429	18	GCA_003142755.1
Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	Fen-1064	Fen-1064	149	0	5	GCA_903916765.1
Bacteria	Myxococcota	Polyangia	Fen-1088	Fen-1088	Fen-1118	42725	55965	4	GCA_017881285.1
Bacteria	Desulfobacterota	Syntrophia	Syntrophales	UBA2185	Fen-1135	197358	264426	4	GCA_003142295.1
Bacteria	Myxococcota	Polyangia	Fen-1088	Fen-1088	Fen-1137	584449	787401	11	GCA_003142855.1
Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	Fen-1166	191	0	4	GCA_002068015.1
Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	Fen-1362	94	0	4	GCA_016932095.1
Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Bog-793	Fen-455	142699	191756	4	GCA_003140595.1
Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Fen-549	2513	3090	6	GCA_003170995.1
Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Fen-668	11648	14887	5	GCA_017882655.1
Archaea	Micrarchaeota	Micrarchaeia	DTNL01	DTNL01	Fermentimicrarchaeum	2	0	3	GCA_013426015.1
Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ferrimicrobium	120	0	5	GCA_021822605.1
Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ferrithrix	3330	4095	6	GCA_021833085.1
Bacteria	Armatimonadota	HRBIN17	HRBIN17	HRBIN17	Fervidibacter	2986	3611	6	GCA_025060305.1
Bacteria	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	840	903	9	GCA_003526765.1
Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	26	0	10	GCA_945881865.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Flaviflexus	41287	55091	5	GCF_003952265.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Cellulomonadaceae	Flavimobilis	437811	584873	5	GCF_011300875.1
Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Flexilinea	36	0	12	GCA_002407845.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Dermatophilaceae	Flexivirga	99	111	4	GCF_014190805.1
Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Frankiaceae	Frankia	99084	132102	32	GCF_902806475.1
Bacteria	Omnitrophota	Koll11	Zapsychrales	Fredricksoniimonadaceae	Fredricksoniimonas	14062	18693	6	GCA_903901225.1
Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Friedmanniella	39421	52492	6	GCF_900110855.1
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Frigididesulfovibrio	253	0	4	GCA_002293605.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Microbacteriaceae	Frigoribacterium	1584121	2277437	15	GCF_014842255.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Microbacteriaceae	Frondihabitans	332	331	5	GCF_003634555.1
Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	SOKP01	FT1-020	190	0	4	GCA_016930515.1
Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Fuerstiella	932	0	6	GCA_020426485.1
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Fundidesulfovibrio	321082	428806	7	GCF_022808695.1
Bacteria	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	G11	354	102	3	GCA_017614185.1
Bacteria	Myxococcota	Polyangia	Polyangiales	Ga0077539	Ga0077539	486	0	3	GCA_001465015.1
Bacteria	Cyanobacteriota	Vampirovibrionia	Obscuribacterales	Obscuribacteraceae	Ga0077546	562620	752393	5	GCA_018062085.1
Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Ga0077550	10389	13393	4	GCA_019694555.1
Bacteria	Actinomycetota	Thermoleophilia	Miltoncostaeales	Miltoncostaeaceae	Ga0077560	5235	6743	3	GCA_020848615.1
Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	F1-60-MAGs149	Gaiella	34	0	4	GCF_003351045.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Galactobacter	340269	454326	4	GCF_003575975.1
Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	RUG14156	Galligastranaerophilus_A	194	0	8	GCA_018710795.1
Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	RUG14156	Galligastranaerophilus	431334	582665	20	GCA_944324905.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Galliscardovia	628274	857802	10	GCF_019331695.1
Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Gastranaerophilus	54	0	5	GCA_023662905.1
Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	GBS-DC	GBS-DC	357	0	4	GCA_002254605.1
Bacteria	Chloroflexota	Dehalococcoidia	SAR202	GCA-002694895	GCA-002694895	51469	68539	5	GCA_002694895.1
Bacteria	Chloroflexota	Dehalococcoidia	UBA1151	TMED-70	GCA-002700125	81282	108387	8	GCA_902620405.1
Bacteria	Chloroflexota	Dehalococcoidia	UBA1151	GCA-002708145	GCA-002708145	156873	211263	4	GCA_002712125.1
Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA826	GCA-002712965	93918	125216	3	GCA_002696685.1
Bacteria	Desulfobacterota_D	UBA1144	UBA1144	UBA1144	GCA-002715585	98381	131367	5	GCA_002697665.2
Bacteria	Chloroflexota	Dehalococcoidia	UBA2979	UBA2979	GCA-002718395	28	0	3	GCA_002718395.1
Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	GCA-002718515	9775	12751	15	GCA_022447165.1
Bacteria	Patescibacteria	Dojkabacteria	GCA-002793355	GCA-002793355	GCA-002793355	351	460	3	GCA_016860985.1
Bacteria	Patescibacteria	ABY1	BM507	UBA12465	GCA-002841655	37	0	5	GCA_002070735.1
Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	GCA-002862325	165027	220119	4	GCA_002683195.1
Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	GCA-003244245	17690	23334	9	GCA_019247305.1
Bacteria	Patescibacteria	Gracilibacteria	UBA1369	2-02-FULL-48-14	GCA-016699145	43	0	3	GCA_943354505.1
Bacteria	Patescibacteria	Paceibacteria	Moranbacterales	UBA1568	GCA-016699975	1	0	3	GCA_016699385.1
Bacteria	Planctomycetota	UBA1135	UBA2386	UBA2386	GCA-2684655	566	0	3	GCA_011051855.1
Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GCA-2686295	GCA-2686295	51	0	6	GCA_002686295.1
Bacteria	Planctomycetota	UBA1135	UBA1135	GCA-002686595	GCA-2686945	21976	29201	5	GCA_016779225.1
Bacteria	Myxococcota_A	UBA9160	UBA9160	UBA6930	GCA-2687015	84603	112347	4	GCA_019312665.1
Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011-AR9	GCA-2688265	37	0	3	GCA_018670085.1
Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011-AR4	GCA-2688775	19	0	22	GCA_002688775.1
Bacteria	Chloroflexota	Anaerolineae	Promineofilales	Promineofilaceae	GCA-2699125	6339	8400	9	GCA_020634565.1
Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	GCA-2702655	15	0	3	GCA_019636345.1
Bacteria	Chloroflexota	Dehalococcoidia	UBA1151	GCA-2717385	GCA-2717385	15	0	3	GCA_002718415.1
Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	GCA-2726245	121	79	4	GCA_020638975.1
Bacteria	Chloroflexota	Dehalococcoidia	UBA1151	UBA1151	GCA-2730555	41	0	5	GCA_002730555.1
Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	UBA1924	GCA-2732755	336570	448925	5	GCA_003712165.1
Bacteria	Actinomycetota	Actinomycetia	Nanopelagicales	S36-B12	GCA-2737125	199715	267676	9	GCA_945870085.1
Bacteria	Actinomycetota	Actinomycetia	Nanopelagicales	Nanopelagicaceae	GCA-2737595	172261	230073	5	GCA_903844855.1
Bacteria	Planctomycetota	UBA1135	UBA1135	UBA1135	GCA-2746235	31	0	4	GCA_021776795.1
Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	GCA-2746885	118	0	6	GCA_016789655.1
Bacteria	Omnitrophota	Koll11	Zapsychrales	Fredricksoniimonadaceae	GCA-2753745	196	0	4	GCA_020720365.1
Bacteria	Planctomycetota	UBA1135	UBA1135	GCA-002686595	GCA-2862085	1010	0	5	GCA_913058555.1
Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Geminocystis	141	0	5	GCA_009993045.1
Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	Gemmata	52804	69754	17	GCA_016872595.1
Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Geodermatophilaceae	Geodermatophilus	2528476	3669678	30	GCF_900103785.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Georgenia	11	0	10	GCF_009193155.1
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Denitrovibrionaceae	Geovibrio	78	64	3	GCA_001603805.1
Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	2120671	2853064	11	GCF_009720525.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Gleimia	8	0	9	GCF_002871945.1
Bacteria	Cyanobacteriota	Cyanobacteriia	Gloeobacterales	Gloeobacteraceae	Gloeobacter	141	42	4	GCA_019359725.1
Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsidaceae	Gloeocapsopsis	95255	127010	3	GCF_015207655.1
Bacteria	Cyanobacteriota	Cyanobacteriia	Gloeomargaritales	Gloeomargaritaceae	Gloeomargarita	6647	8522	5	GCA_025056115.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Glutamicibacter	2533223	3593474	16	GCF_012221945.1
Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Micromonosporaceae	Glycomyces	35271	47681	19	GCF_003265355.1
Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	361	0	11	GCA_016844515.1
Bacteria	Patescibacteria	JAEDAM01	BD1-5	UBA6164	GN02-872	115	0	4	GCA_018623505.1
Bacteria	Patescibacteria	JAEDAM01	BD1-5	UBA2023	GN02-873	3837	5054	4	GCA_013332525.2
Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Gordonia	4215212	6030992	60	GCF_001698225.1
Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Gordonibacter	238209	317576	6	GCF_000210055.1
Bacteria	Bacillota_D	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	GPS1B09	164209	219482	4	GCA_018335695.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Microbacteriaceae	Gryllotalpicola	197	0	4	GCA_021779075.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Microbacteriaceae	Gulosibacter	2438	3502	12	GCF_001570925.1
Archaea	Nanoarchaeota	Nanoarchaeia	SCGC-AAA011-G17	GW2011-AR17	GW2011-AR17	3963	5213	4	GCA_009691355.1
Bacteria	Patescibacteria	Microgenomatia	Levybacterales	GWA1-39-11	GWA1-39-11	7	0	3	GCA_001782235.1
Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	SBAW01	GWA1-54-10	17	0	29	GCA_001773575.1
Bacteria	Patescibacteria	Paceibacteria	UBA6257	GWB1-50-10	GWA2-45-9	95	0	4	GCA_020724685.1
Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	GWA2-46-15	GWA2-46-15	29	0	4	GCA_001823105.1
Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	CSP1-6	GWA2-73-35	275870	369451	4	GCA_001788495.1
Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	GWB1-37-8	47	0	5	GCA_016204535.1
Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517	GWB1-39-10	3	0	3	GCA_020060565.1
Bacteria	Patescibacteria	Gracilibacteria	Peribacterales	Peribacteraceae	GWB1-54-5	46	0	3	GCA_002787035.1
Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Dissulfurispiraceae	GWB2-47-37	64727	86656	3	GCA_001803635.1
Bacteria	Patescibacteria	Microgenomatia	UBA1406	GWC2-37-13	GWC2-37-13	25	0	17	GCA_002440905.1
Bacteria	Planctomycetota	UBA8742	UBA2392	UBA2392	H3-PLA7	6	0	3	GCA_016722065.1
Bacteria	Bacillota_F	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	272858	368770	12	GCF_003259895.1
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio	203	0	9	GCA_003252375.1
Bacteria	Actinomycetota	Humimicrobiia	Humimicrobiales	Humimicrobiaceae	Halolacustris	40	0	3	GCA_022396035.1
Bacteria	Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Halomicronema	503	672	4	GCA_010671905.1
Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Rubidibacteraceae	Halothece	1	0	6	GCF_000317635.1
Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Micromonosporaceae	Hamadaea	1420197	1917002	4	GCF_024172085.1
Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Hassallia	25434	33914	4	GCA_019358985.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Microbacteriaceae	Herbiconiux	349244	476312	15	GCF_900107435.1
Bacteria	Actinomycetota	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Herbidospora	905870	1225502	7	GCF_005233835.1
Archaea	Asgardarchaeota	Hermodarchaeia	Hermodarchaeales	Hermodarchaeaceae	Hermodarchaeum	4970	6163	9	GCA_016840595.1
